SalesTransactionID,SaleDateTime,LocationID,ShipTo,SaleAmount,SaleTaxAmount,TotalSaleAmount,FeeAmount,FeePcntRate,PerTranAmount,Dispensed_Fuel_Additives_Quantity,Dispensed_Fuel_Additives_Amount,Merchandise_Quantity,Merchandise_Amount
3187903886,12:00.0,9218,49452600,13.42,1.02,13.42,-0.31,0.0095,0.18,0,0,2,12.4
3187903979,58:00.0,9218,49452600,13.9,1.06,13.9,-0.31,0.0095,0.18,0,0,2,12.84
3187905161,31:00.0,11933,612487900,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3187905162,43:00.0,11933,612487900,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3187905280,22:00.0,11933,612487900,13.74,1.05,13.74,-0.31,0.0095,0.18,0,0,2,12.69
3187905327,29:00.0,10858,371241100,13.86,1.06,13.86,-0.31,0.0095,0.18,0,0,2,12.8
3187905964,18:00.0,11706,422213900,13.42,1.02,13.42,-0.31,0.0095,0.18,0,0,2,12.4
3187946649,37:00.0,13784,773838800,13.35,0.99,13.35,-0.31,0.0095,0.18,0,0,2,12.36
3187946750,20:00.0,11720,591405600,13.39,0.91,13.39,-0.31,0.0095,0.18,0,0,2,12.48
3187946823,23:00.0,11795,548710300,14.18,0.96,14.18,-0.31,0.0095,0.18,0,0,2,13.22
3187946828,12:00.0,11795,548710300,14.07,0.95,14.07,-0.31,0.0095,0.18,0,0,2,13.12
3187946830,40:00.0,11795,548710300,13.16,0.89,13.16,-0.31,0.0095,0.18,0,0,2,12.27
3187946906,07:00.0,13253,817260300,13.51,1.03,13.51,-0.31,0.0095,0.18,0,0,2,12.48
3187946938,02:00.0,13216,667234900,13.74,0.52,13.74,-0.31,0.0095,0.18,0,0,2,13.22
3187947119,39:00.0,9949,209517200,13.58,0.62,13.58,-0.31,0.0095,0.18,0,0,2,12.96
3187947198,54:00.0,13713,911651800,13.85,0.91,13.85,-0.31,0.0095,0.18,0,0,2,12.94
3187947228,57:00.0,10616,307514000,13.39,0.91,13.39,-0.31,0.0095,0.18,0,0,2,12.48
3187947232,09:00.0,14156,855188900,13.69,1.1,13.69,-0.31,0.0095,0.18,0,0,2,12.59
3187947293,45:00.0,13775,958712200,13.25,1.01,13.25,-0.31,0.0095,0.18,0,0,2,12.24
3187947317,30:00.0,9487,56525900,13.81,1.02,13.81,-0.31,0.0095,0.18,0,0,2,12.79
3187947319,29:00.0,9487,56525900,13.6,1.01,13.6,-0.31,0.0095,0.18,0,0,2,12.59
3187947541,35:00.0,12407,723695300,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3187947680,02:00.0,11447,448646000,14.14,1.08,14.14,-0.31,0.0095,0.18,0,0,2,13.06
3187947686,08:00.0,11447,448646000,13.16,1,13.16,-0.31,0.0095,0.18,0,0,2,12.16
3187947689,50:00.0,13026,825800600,13.4,1.02,13.4,-0.31,0.0095,0.18,0,0,2,12.38
3187947742,41:00.0,12480,578678500,13.23,1.01,13.23,-0.31,0.0095,0.18,0,0,2,12.22
3187947743,18:00.0,12480,578678500,13.62,1.11,13.62,-0.31,0.0095,0.18,0,0,2,12.51
3187947809,14:00.0,9551,117653600,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3187947851,56:00.0,13738,829138700,13.38,1.02,13.38,-0.31,0.0095,0.18,0,0,2,12.36
3187948051,03:00.0,11977,461550600,13.89,1.03,13.89,-0.31,0.0095,0.18,0,0,2,12.86
3187948168,16:00.0,12480,578678500,13.51,1.03,13.51,-0.31,0.0095,0.18,0,0,2,12.48
3187948169,06:00.0,12480,578678500,13.23,1.01,13.23,-0.31,0.0095,0.18,0,0,2,12.22
3187948239,09:00.0,11977,461550600,13.42,1,13.42,-0.31,0.0095,0.18,0,0,2,12.42
3187948245,49:00.0,11977,461550600,13.58,1,13.58,-0.31,0.0095,0.18,0,0,2,12.58
3187948263,42:00.0,10778,283251700,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3187948376,09:00.0,10780,317081800,13.9,1.06,13.9,-0.31,0.0095,0.18,0,0,2,12.84
3187948438,05:00.0,11869,608104600,13.71,0.69,13.71,-0.31,0.0095,0.18,0,0,2,13.02
3187948499,39:00.0,10070,204144000,13.74,0.52,13.74,-0.31,0.0095,0.18,0,0,2,13.22
3187948611,41:00.0,12567,601823800,13.55,1.03,13.55,-0.31,0.0095,0.18,0,0,2,12.52
3187948871,14:00.0,9564,114914500,13.6,1.01,13.6,-0.31,0.0095,0.18,0,0,2,12.59
3187949156,43:00.0,11731,429831100,13.18,0.55,13.18,-0.31,0.0095,0.18,0,0,2,12.63
3187949171,17:00.0,11604,548781400,14.17,0.99,14.17,-0.31,0.0095,0.18,0,0,2,13.18
3187949233,13:00.0,14502,993758200,13.47,0.88,13.47,-0.31,0.0095,0.18,0,0,2,12.59
3188051644,41:00.0,12415,515217800,13.23,1.01,13.23,-0.31,0.0095,0.18,0,0,2,12.22
3188051649,50:00.0,12415,515217800,13.55,1.03,13.55,-0.31,0.0095,0.18,0,0,2,12.52
3188051755,54:00.0,12415,515217800,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3188052277,01:00.0,14581,970314100,14.2,1.08,14.2,-0.31,0.0095,0.18,0,0,2,13.12
3188052280,26:00.0,14581,970314100,13.7,0.82,13.7,-0.31,0.0095,0.18,0,0,2,12.88
3188052358,56:00.0,9839,179913900,13.55,1.03,13.55,-0.31,0.0095,0.18,0,0,2,12.52
3188052359,27:00.0,9839,179913900,13.99,1.13,13.99,-0.31,0.0095,0.18,0,0,2,12.86
3188052376,51:00.0,12054,482565900,13.22,0.78,13.22,-0.31,0.0095,0.18,0,0,2,12.44
3188052377,45:00.0,12054,482565900,14,0.82,14,-0.31,0.0095,0.18,0,0,2,13.18
3188052629,49:00.0,10915,344099700,13.86,1.06,13.86,-0.31,0.0095,0.18,0,0,2,12.8
3188052630,55:00.0,10915,344099700,13.86,1.06,13.86,-0.31,0.0095,0.18,0,0,2,12.8
3188052892,01:00.0,9745,124795600,14.19,0.93,14.19,-0.31,0.0095,0.18,0,0,2,13.26
3188052925,57:00.0,14478,983413600,13.9,1.06,13.9,-0.31,0.0095,0.18,0,0,2,12.84
3188052932,05:00.0,9745,124795600,13.35,0.87,13.35,-0.31,0.0095,0.18,0,0,2,12.48
3188052935,53:00.0,9745,124795600,13.29,0.87,13.29,-0.31,0.0095,0.18,0,0,2,12.42
3188053196,14:00.0,13601,741291900,13.4,0.82,13.4,-0.31,0.0095,0.18,0,0,2,12.58
3188053198,47:00.0,13601,741291900,13.82,0.84,13.82,-0.31,0.0095,0.18,0,0,2,12.98
3188053290,08:00.0,9791,166462200,13.49,0.85,13.49,-0.31,0.0095,0.18,0,0,2,12.64
3188053371,35:00.0,14252,877214700,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3188053372,22:00.0,14252,877214700,14.16,1.08,14.16,-0.31,0.0095,0.18,0,0,2,13.08
3188053388,47:00.0,14252,877214700,13.7,1.04,13.7,-0.31,0.0095,0.18,0,0,2,12.66
3188053414,33:00.0,14472,933411100,13.55,1,13.55,-0.31,0.0095,0.18,0,0,2,12.55
3188053419,11:00.0,14472,933411100,14.2,1.05,14.2,-0.31,0.0095,0.18,0,0,2,13.15
3188053536,32:00.0,14552,970928800,13.88,1.06,13.88,-0.31,0.0095,0.18,0,0,2,12.82
3188053573,56:00.0,11017,436191100,13.16,1,13.16,-0.31,0.0095,0.18,0,0,2,12.16
3188053610,04:00.0,9701,171975600,13.35,0.99,13.35,-0.31,0.0095,0.18,0,0,2,12.36
3188053612,16:00.0,9701,171975600,13.48,0.8,13.48,-0.31,0.0095,0.18,0,0,2,12.68
3188053617,12:00.0,9701,171975600,13.79,1.03,13.79,-0.31,0.0095,0.18,0,0,2,12.76
3188053733,18:00.0,11954,486667900,13.6,1.04,13.6,-0.31,0.0095,0.18,0,0,2,12.56
3188053735,04:00.0,11954,486667900,13.51,1.03,13.51,-0.31,0.0095,0.18,0,0,2,12.48
3188053737,24:00.0,11954,486667900,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3188053760,32:00.0,9651,151926300,13.68,1.04,13.68,-0.31,0.0095,0.18,0,0,2,12.64
3188053772,04:00.0,14179,946106200,13.77,1.02,13.77,-0.31,0.0095,0.18,0,0,2,12.75
3188053778,54:00.0,9651,151926300,13.9,1.06,13.9,-0.31,0.0095,0.18,0,0,2,12.84
3188053818,50:00.0,11954,486667900,13.72,0.74,13.72,-0.31,0.0095,0.18,0,0,2,12.98
3188053833,33:00.0,13496,927524900,14.03,1.1,14.03,-0.31,0.0095,0.18,0,0,2,12.93
3188053836,45:00.0,13496,927524900,13.48,1.06,13.48,-0.31,0.0095,0.18,0,0,2,12.42
3188053862,05:00.0,13572,875603300,13.74,0.93,13.74,-0.31,0.0095,0.18,0,0,2,12.81
3188053865,27:00.0,13572,875603300,13.63,1.01,13.63,-0.31,0.0095,0.18,0,0,2,12.62
3188053885,20:00.0,14035,899157200,13.25,0.87,13.25,-0.31,0.0095,0.18,0,0,2,12.38
3188053899,34:00.0,13969,979796000,13.86,1.06,13.86,-0.31,0.0095,0.18,0,0,2,12.8
3188053921,23:00.0,11923,492303300,13.48,1.06,13.48,-0.31,0.0095,0.18,0,0,2,12.42
3188053922,20:00.0,11923,492303300,13.48,1.06,13.48,-0.31,0.0095,0.18,0,0,2,12.42
3188053946,35:00.0,9164,23206600,13.23,1.01,13.23,-0.31,0.0095,0.18,0,0,2,12.22
3188053982,38:00.0,12417,585024300,13.42,0.82,13.42,-0.31,0.0095,0.18,0,0,2,12.6
3188054171,05:00.0,12527,583867700,13.65,0.92,13.65,-0.31,0.0095,0.18,0,0,2,12.73
3188054380,44:00.0,13383,699900700,13.6,1.04,13.6,-0.31,0.0095,0.18,0,0,2,12.56
3188054381,57:00.0,14117,845125400,13.76,0.78,13.76,-0.31,0.0095,0.18,0,0,2,12.98
3188054413,14:00.0,10483,309664100,13.58,1,13.58,-0.31,0.0095,0.18,0,0,2,12.58
3188054600,21:00.0,14345,936038900,13.23,1.01,13.23,-0.31,0.0095,0.18,0,0,2,12.22
3188054633,25:00.0,14401,905265500,13.31,0.75,13.31,-0.31,0.0095,0.18,0,0,2,12.56
3188054634,24:00.0,14401,905265500,13.31,0.75,13.31,-0.31,0.0095,0.18,0,0,2,12.56
3188055345,48:00.0,11986,603700600,13.64,1.04,13.64,-0.31,0.0095,0.18,0,0,2,12.6
3188055380,14:00.0,11986,603700600,14.05,1.07,14.05,-0.31,0.0095,0.18,0,0,2,12.98
3188055383,58:00.0,11986,603700600,14.07,1.07,14.07,-0.31,0.0095,0.18,0,0,2,13
3188055384,02:00.0,11986,603700600,13.64,1.04,13.64,-0.31,0.0095,0.18,0,0,2,12.6
3187864194,21:00.0,14111,855106100,64.58,4.79,64.58,-0.79,0.0095,0.18,0,0,2,59.79
3187864875,08:00.0,14111,855106100,30.22,2.24,30.22,-0.47,0.0095,0.18,0,0,2,27.98
3187902538,57:00.0,15894,666381900,32.45,2.47,32.45,-0.49,0.0095,0.18,0,0,2,29.98
3187902739,04:00.0,15894,666381900,31.92,2.43,31.92,-0.48,0.0095,0.18,0,0,2,29.49
3187902965,00:00.0,9886,204989800,35.45,4.12,35.45,-0.52,0.0095,0.18,0,0,2,31.33
3187905049,42:00.0,10858,371241100,138.67,10.57,138.67,-1.5,0.0095,0.18,0,0,2,128.1
3187863332,16:00.0,14391,896033800,29.6,2.26,29.6,-0.46,0.0095,0.18,0,0,2,27.34
3187900106,21:00.0,11184,378018600,29.75,2.27,29.75,-0.46,0.0095,0.18,0,0,2,27.48
3187904042,09:00.0,9218,49452600,28.68,2.19,28.68,-0.45,0.0095,0.18,0,0,2,26.49
3187862109,36:00.0,14391,896033800,26.5,2.02,26.5,-0.43,0.0095,0.18,0,0,2,24.48
3187901561,04:00.0,11184,378018600,26.28,2,26.28,-0.43,0.0095,0.18,0,0,2,24.28
3187862811,06:00.0,14391,896033800,27.19,2.07,27.19,-0.44,0.0095,0.18,0,0,2,25.12
3187899834,01:00.0,14445,925965600,27.74,2.11,27.74,-0.44,0.0095,0.18,0,0,2,25.63
3187905155,32:00.0,11933,612487900,25.01,1.53,25.01,-0.42,0.0095,0.18,0,0,2,23.48
3187861121,57:00.0,10541,337362800,23.76,1.76,23.76,-0.41,0.0095,0.18,0,0,2,22
3187902953,07:00.0,15894,666381900,23.79,1.81,23.79,-0.41,0.0095,0.18,0,0,2,21.98
3187903483,31:00.0,15894,666381900,24.4,1.86,24.4,-0.41,0.0095,0.18,0,0,2,22.54
3187904588,34:00.0,11933,612487900,24,1.81,24,-0.41,0.0095,0.18,0,0,2,22.19
3187901554,13:00.0,9886,204989800,23.57,1.8,23.57,-0.4,0.0095,0.18,0,0,2,21.77
3187903981,32:00.0,9218,49452600,23.13,1.65,23.13,-0.4,0.0095,0.18,0,0,2,21.48
3187903150,21:00.0,9886,204989800,22.17,1.69,22.17,-0.39,0.0095,0.18,0,0,2,20.48
3187903484,10:00.0,15894,666381900,22.55,1.57,22.55,-0.39,0.0095,0.18,0,0,2,20.98
3187905154,48:00.0,11933,612487900,22,1.65,22,-0.39,0.0095,0.18,0,0,2,20.35
3187906069,00:00.0,11706,422213900,22.17,1.69,22.17,-0.39,0.0095,0.18,0,0,2,20.48
3187899315,30:00.0,14445,925965600,21.2,1.62,21.2,-0.38,0.0095,0.18,0,0,2,19.58
3187902529,35:00.0,15894,666381900,21.09,1.61,21.09,-0.38,0.0095,0.18,0,0,2,19.48
3187902541,55:00.0,15894,666381900,21.09,1.61,21.09,-0.38,0.0095,0.18,0,0,2,19.48
3187902676,55:00.0,15894,666381900,21.15,1.61,21.15,-0.38,0.0095,0.18,0,0,2,19.54
3187860985,56:00.0,11771,587209800,20.12,0.94,20.12,-0.37,0.0095,0.18,0,0,2,19.18
3187900244,15:00.0,11184,378018600,20.22,1.54,20.22,-0.37,0.0095,0.18,0,0,2,18.68
3187900614,53:00.0,11184,378018600,19.88,1.4,19.88,-0.37,0.0095,0.18,0,0,2,18.48
3187863683,43:00.0,14391,896033800,19.45,1.48,19.45,-0.36,0.0095,0.18,0,0,2,17.97
3187902313,51:00.0,9886,204989800,19.25,1.47,19.25,-0.36,0.0095,0.18,0,0,2,17.78
3187904586,33:00.0,11933,612487900,19.14,1.46,19.14,-0.36,0.0095,0.18,0,0,2,17.68
3187905112,52:00.0,10858,371241100,18.92,1.44,18.92,-0.36,0.0095,0.18,0,0,2,17.48
3187900708,18:00.0,11184,378018600,17.62,1.34,17.62,-0.35,0.0095,0.18,0,0,2,16.28
3187861517,38:00.0,11771,587209800,17.26,0.87,17.26,-0.34,0.0095,0.18,0,0,2,16.39
3187900871,40:00.0,11184,378018600,16.74,1.28,16.74,-0.34,0.0095,0.18,0,0,2,15.46
3187901227,09:00.0,11184,378018600,16.74,1.28,16.74,-0.34,0.0095,0.18,0,0,2,15.46
3187904912,17:00.0,10858,371241100,17.3,1.32,17.3,-0.34,0.0095,0.18,0,0,2,15.98
3187907322,34:00.0,11706,422213900,16.76,1.28,16.76,-0.34,0.0095,0.18,0,0,2,15.48
3187861874,12:00.0,9380,66065400,15.81,1.03,15.81,-0.33,0.0095,0.18,0,0,2,14.78
3187862076,23:00.0,9380,66065400,15.49,1.01,15.49,-0.33,0.0095,0.18,0,0,2,14.48
3187864676,24:00.0,14111,855106100,15.85,1.17,15.85,-0.33,0.0095,0.18,0,0,2,14.68
3187900156,18:00.0,11184,378018600,15.88,1.1,15.88,-0.33,0.0095,0.18,0,0,2,14.78
3187900694,15:00.0,14445,925965600,15.59,1.19,15.59,-0.33,0.0095,0.18,0,0,2,14.4
3187901043,48:00.0,11184,378018600,15.88,1.1,15.88,-0.33,0.0095,0.18,0,0,2,14.78
3187903321,49:00.0,15894,666381900,15.59,1.19,15.59,-0.33,0.0095,0.18,0,0,2,14.4
3187903322,51:00.0,15894,666381900,15.59,1.19,15.59,-0.33,0.0095,0.18,0,0,2,14.4
3187903528,41:00.0,15894,666381900,16.06,1.22,16.06,-0.33,0.0095,0.18,0,0,2,14.84
3187903912,33:00.0,9218,49452600,16.22,1.24,16.22,-0.33,0.0095,0.18,0,0,2,14.98
3187903941,42:00.0,9218,49452600,15.37,1.17,15.37,-0.33,0.0095,0.18,0,0,2,14.2
3187904050,17:00.0,9218,49452600,15.48,1.18,15.48,-0.33,0.0095,0.18,0,0,2,14.3
3187905777,24:00.0,11706,422213900,15.34,1.17,15.34,-0.33,0.0095,0.18,0,0,2,14.17
3187860859,13:00.0,11706,422213900,14.51,1.11,14.51,-0.32,0.0095,0.18,0,0,2,13.4
3187861945,32:00.0,9380,66065400,15.23,1,15.23,-0.32,0.0095,0.18,0,0,2,14.23
3187862265,51:00.0,14391,896033800,14.9,1.14,14.9,-0.32,0.0095,0.18,0,0,2,13.76
3187863990,32:00.0,14111,855106100,14.36,1.07,14.36,-0.32,0.0095,0.18,0,0,2,13.29
3187864196,16:00.0,14111,855106100,14.79,1.09,14.79,-0.32,0.0095,0.18,0,0,2,13.7
3187901106,45:00.0,11184,378018600,15.09,1.15,15.09,-0.32,0.0095,0.18,0,0,2,13.94
3187902168,21:00.0,9886,204989800,15.01,1.14,15.01,-0.32,0.0095,0.18,0,0,2,13.87
3187903011,23:00.0,9886,204989800,14.92,1.14,14.92,-0.32,0.0095,0.18,0,0,2,13.78
3187903187,27:00.0,15894,666381900,14.72,1.12,14.72,-0.32,0.0095,0.18,0,0,2,13.6
3187903525,03:00.0,15894,666381900,14.48,1.1,14.48,-0.32,0.0095,0.18,0,0,2,13.38
3187903931,16:00.0,9218,49452600,14.51,1.11,14.51,-0.32,0.0095,0.18,0,0,2,13.4
3187903987,31:00.0,9218,49452600,14.44,1.1,14.44,-0.32,0.0095,0.18,0,0,2,13.34
3187903991,31:00.0,9218,49452600,14.55,1.11,14.55,-0.32,0.0095,0.18,0,0,2,13.44
3187904457,13:00.0,11933,612487900,14.72,1.12,14.72,-0.32,0.0095,0.18,0,0,2,13.6
3187904984,11:00.0,11933,612487900,14.44,1.1,14.44,-0.32,0.0095,0.18,0,0,2,13.34
3187905520,33:00.0,10858,371241100,15.19,0.55,15.19,-0.32,0.0095,0.18,0,0,2,14.64
3187905819,30:00.0,11706,422213900,14.61,1.11,14.61,-0.32,0.0095,0.18,0,0,2,13.5
3187907326,25:00.0,11706,422213900,14.61,1.11,14.61,-0.32,0.0095,0.18,0,0,2,13.5
3187860957,12:00.0,11771,587209800,12.19,0.61,12.19,-0.3,0.0095,0.18,0,0,2,11.58
3187862128,43:00.0,9380,66065400,13.08,0.86,13.08,-0.3,0.0095,0.18,0,0,2,12.22
3187862203,20:00.0,14391,896033800,12.75,0.97,12.75,-0.3,0.0095,0.18,0,0,2,11.78
3187863106,37:00.0,14391,896033800,12.75,0.97,12.75,-0.3,0.0095,0.18,0,0,2,11.78
3187863291,27:00.0,14391,896033800,12.54,0.96,12.54,-0.3,0.0095,0.18,0,0,2,11.58
3187863490,41:00.0,14111,855106100,12.27,0.91,12.27,-0.3,0.0095,0.18,0,0,2,11.36
3187864232,45:00.0,14111,855106100,12.17,0.91,12.17,-0.3,0.0095,0.18,0,0,2,11.26
3187900613,57:00.0,11184,378018600,13.03,0.99,13.03,-0.3,0.0095,0.18,0,0,2,12.04
3187900864,03:00.0,11184,378018600,12.85,0.87,12.85,-0.3,0.0095,0.18,0,0,2,11.98
3187902967,11:00.0,9886,204989800,12.82,0.54,12.82,-0.3,0.0095,0.18,0,0,2,12.28
3187903883,20:00.0,9218,49452600,12.97,0.99,12.97,-0.3,0.0095,0.18,0,0,2,11.98
3187905046,19:00.0,10858,371241100,13.08,1,13.08,-0.3,0.0095,0.18,0,0,2,12.08
3187905114,56:00.0,10858,371241100,12.71,0.97,12.71,-0.3,0.0095,0.18,0,0,2,11.74
3187905281,05:00.0,11933,612487900,13.08,1,13.08,-0.3,0.0095,0.18,0,0,2,12.08
3187905439,08:00.0,10858,371241100,12.91,0.98,12.91,-0.3,0.0095,0.18,0,0,2,11.93
3187862629,40:00.0,14391,896033800,11.89,0.91,11.89,-0.29,0.0095,0.18,0,0,2,10.98
3187900344,12:00.0,11184,378018600,11.99,0.91,11.99,-0.29,0.0095,0.18,0,0,2,11.08
3187900485,55:00.0,11184,378018600,11.89,0.91,11.89,-0.29,0.0095,0.18,0,0,2,10.98
3187900595,20:00.0,14445,925965600,11.25,0.86,11.25,-0.29,0.0095,0.18,0,0,2,10.39
3187901080,49:00.0,11184,378018600,11.84,0.66,11.84,-0.29,0.0095,0.18,0,0,2,11.18
3187902543,40:00.0,15894,666381900,11.56,0.88,11.56,-0.29,0.0095,0.18,0,0,2,10.68
3187903854,49:00.0,9218,49452600,11.6,0.88,11.6,-0.29,0.0095,0.18,0,0,2,10.72
3187905004,25:00.0,11933,612487900,12,0.61,12,-0.29,0.0095,0.18,0,0,2,11.39
3187905266,20:00.0,10858,371241100,12.06,0.82,12.06,-0.29,0.0095,0.18,0,0,2,11.24
3187907325,42:00.0,11706,422213900,11.76,0.9,11.76,-0.29,0.0095,0.18,0,0,2,10.86
3187860861,50:00.0,11706,422213900,10.8,0.82,10.8,-0.28,0.0095,0.18,0,0,2,9.98
3187860981,12:00.0,11771,587209800,10.82,0.54,10.82,-0.28,0.0095,0.18,0,0,2,10.28
3187861575,05:00.0,10541,337362800,10.31,0.72,10.31,-0.28,0.0095,0.18,0,0,2,9.59
3187862633,11:00.0,14391,896033800,10.37,0.79,10.37,-0.28,0.0095,0.18,0,0,2,9.58
3187863569,48:00.0,14391,896033800,10.62,0.54,10.62,-0.28,0.0095,0.18,0,0,2,10.08
3187863998,29:00.0,14111,855106100,10.81,0.61,10.81,-0.28,0.0095,0.18,0,0,2,10.2
3187864173,31:00.0,14111,855106100,10.59,0.79,10.59,-0.28,0.0095,0.18,0,0,2,9.8
3187864589,45:00.0,14111,855106100,11.05,0.81,11.05,-0.28,0.0095,0.18,0,0,2,10.24
3187864868,52:00.0,14111,855106100,10.11,0.75,10.11,-0.28,0.0095,0.18,0,0,2,9.36
3187899710,30:00.0,14445,925965600,11.01,0.23,11.01,-0.28,0.0095,0.18,0,0,2,10.78
3187900110,21:00.0,11184,378018600,10.29,0.78,10.29,-0.28,0.0095,0.18,0,0,2,9.51
3187901555,24:00.0,11184,378018600,10.8,0.82,10.8,-0.28,0.0095,0.18,0,0,2,9.98
3187902020,55:00.0,9886,204989800,10.46,0.68,10.46,-0.28,0.0095,0.18,0,0,2,9.78
3187902738,47:00.0,15894,666381900,10.45,0.61,10.45,-0.28,0.0095,0.18,0,0,2,9.84
3187905322,44:00.0,10858,371241100,10.92,0.91,10.92,-0.28,0.0095,0.18,0,0,2,10.01
3187861869,57:00.0,9380,66065400,8.95,0.04,8.95,-0.27,0.0095,0.18,0,0,2,8.91
3187863570,05:00.0,14391,896033800,9.49,0.72,9.49,-0.27,0.0095,0.18,0,0,2,8.77
3187864239,50:00.0,14111,855106100,9.7,0.72,9.7,-0.27,0.0095,0.18,0,0,2,8.98
3187864710,00:00.0,14111,855106100,9.11,0.75,9.11,-0.27,0.0095,0.18,0,0,2,8.36
3187900482,57:00.0,11184,378018600,9.18,0.7,9.18,-0.27,0.0095,0.18,0,0,2,8.48
3187900483,29:00.0,11184,378018600,9.81,0.75,9.81,-0.27,0.0095,0.18,0,0,2,9.06
3187901717,29:00.0,9886,204989800,9.87,0.6,9.87,-0.27,0.0095,0.18,0,0,2,9.27
3187903910,23:00.0,9218,49452600,9.95,0.76,9.95,-0.27,0.0095,0.18,0,0,2,9.19
3187904043,42:00.0,9218,49452600,9.95,0.76,9.95,-0.27,0.0095,0.18,0,0,2,9.19
3187860882,54:00.0,11706,422213900,7.79,0.21,7.79,-0.25,0.0095,0.18,0,0,2,7.58
3187861372,05:00.0,11706,422213900,7.55,0.27,7.55,-0.25,0.0095,0.18,0,0,2,7.28
3187862061,40:00.0,11425,488746900,7.38,0.4,7.38,-0.25,0.0095,0.18,0,0,2,6.98
3187862074,17:00.0,14391,896033800,7.51,0.57,7.51,-0.25,0.0095,0.18,0,0,2,6.94
3187862210,49:00.0,11425,488746900,7.75,0.57,7.75,-0.25,0.0095,0.18,0,0,2,7.18
3187863475,09:00.0,14391,896033800,7.77,0.59,7.77,-0.25,0.0095,0.18,0,0,2,7.18
3187864169,04:00.0,14111,855106100,7.34,0.36,7.34,-0.25,0.0095,0.18,0,0,2,6.98
3187899716,38:00.0,14445,925965600,7.2,0.55,7.2,-0.25,0.0095,0.18,0,0,2,6.65
3187861833,17:00.0,9380,66065400,8.35,0.47,8.35,-0.26,0.0095,0.18,0,0,2,7.88
3187864344,50:00.0,14111,855106100,7.97,0.48,7.97,-0.26,0.0095,0.18,0,0,2,7.49
3187864588,47:00.0,14111,855106100,8.85,0.65,8.85,-0.26,0.0095,0.18,0,0,2,8.2
3187864901,23:00.0,14111,855106100,8.85,0.65,8.85,-0.26,0.0095,0.18,0,0,2,8.2
3187865014,49:00.0,14111,855106100,7.99,0.59,7.99,-0.26,0.0095,0.18,0,0,2,7.4
3187865020,40:00.0,14111,855106100,8.56,0.64,8.56,-0.26,0.0095,0.18,0,0,2,7.92
3187899536,13:00.0,14445,925965600,8.51,0.88,8.51,-0.26,0.0095,0.18,0,0,2,7.63
3187903016,33:00.0,9886,204989800,8.75,0.67,8.75,-0.26,0.0095,0.18,0,0,2,8.08
3187903245,07:00.0,15894,666381900,8.92,0.62,8.92,-0.26,0.0095,0.18,0,0,2,8.3
3187903315,06:00.0,15894,666381900,8.85,0.07,8.85,-0.26,0.0095,0.18,0,0,2,8.78
3187903964,15:00.0,9218,49452600,8.64,0.66,8.64,-0.26,0.0095,0.18,0,0,2,7.98
3187903969,28:00.0,9218,49452600,8.86,0.48,8.86,-0.26,0.0095,0.18,0,0,2,8.38
3187904044,32:00.0,9218,49452600,8.92,0.68,8.92,-0.26,0.0095,0.18,0,0,2,8.24
3187905870,48:00.0,10858,371241100,8.64,0.66,8.64,-0.26,0.0095,0.18,0,0,2,7.98
3187958804,43:00.0,13784,773838800,7.23,0.54,7.23,-0.25,0.0095,0.18,0,0,2,6.69
3187958833,44:00.0,12850,791602600,7.85,0.27,7.85,-0.25,0.0095,0.18,0,0,2,7.58
3187958911,12:00.0,9231,49607500,6.85,0.17,6.85,-0.25,0.0095,0.18,0,0,2,6.68
3187958929,23:00.0,13253,817260300,7.01,0.53,7.01,-0.25,0.0095,0.18,0,0,2,6.48
3187959108,46:00.0,11412,494407000,7.56,0.58,7.56,-0.25,0.0095,0.18,0,0,2,6.98
3187959109,16:00.0,11412,494407000,7.34,0.56,7.34,-0.25,0.0095,0.18,0,0,2,6.78
3187959218,52:00.0,12267,503798100,7.63,0.58,7.63,-0.25,0.0095,0.18,0,0,2,7.05
3187959227,02:00.0,12267,503798100,7.81,0.33,7.81,-0.25,0.0095,0.18,0,0,2,7.48
3187959260,45:00.0,9779,219784600,7.43,0.45,7.43,-0.25,0.0095,0.18,0,0,2,6.98
3187959296,55:00.0,9779,219784600,7.18,0.5,7.18,-0.25,0.0095,0.18,0,0,2,6.68
3187959298,59:00.0,9779,219784600,7.29,0.57,7.29,-0.25,0.0095,0.18,0,0,2,6.72
3187959313,30:00.0,9779,219784600,7.82,0.5,7.82,-0.25,0.0095,0.18,0,0,2,7.32
3187959476,09:00.0,11720,591405600,7.43,0.57,7.43,-0.25,0.0095,0.18,0,0,2,6.86
3187959493,11:00.0,11720,591405600,7.34,0.56,7.34,-0.25,0.0095,0.18,0,0,2,6.78
3187959498,37:00.0,11720,591405600,6.96,0.18,6.96,-0.25,0.0095,0.18,0,0,2,6.78
