Site_ID,Grade_Description,Date,Volume
10808,Unleaded Gas,2020-08-26,1419.206
10808,Unleaded Gas,2020-08-27,1323.897
10808,Unleaded Gas,2020-08-28,1634.18
10808,Unleaded Gas,2020-08-29,1498.851
10808,Unleaded Gas,2020-08-30,867.677
10808,Unleaded Gas,2020-08-31,1488.514
10808,Unleaded Gas,2020-09-01,1497.677
10808,Unleaded Gas,2020-09-02,1312.34
10808,Unleaded Gas,2020-09-03,1590.596
10808,Unleaded Gas,2020-09-04,1853.09
10808,Unleaded Gas,2020-09-05,1340.46
10808,Unleaded Gas,2020-09-06,991.608
10808,Unleaded Gas,2020-09-07,1150.086
10808,Unleaded Gas,2020-09-08,1402.413
10808,Unleaded Gas,2020-09-09,1092.58
10808,Unleaded Gas,2020-09-10,1310.597
10808,Unleaded Gas,2020-09-11,1549.837
